Int_LAO_sun,Int_optimized,two_theta_LAO_sub,two_theta_optimized
0,1,63.04,63.04
1,1,63.042,63.042
0,1,63.044,63.044
1,2,63.046,63.046
1,0,63.048,63.048
1,0,63.05,63.05
1,0,63.052,63.052
0,1,63.054,63.054
1,1,63.056,63.056
0,0,63.058,63.058
2,0,63.06,63.06
0,0,63.062,63.062
0,1,63.064,63.064
0,0,63.066,63.066
1,1,63.068,63.068
2,0,63.07,63.07
1,3,63.072,63.072
0,1,63.074,63.074
0,1,63.076,63.076
1,0,63.078,63.078
0,0,63.08,63.08
0,1,63.082,63.082
0,1,63.084,63.084
0,0,63.086,63.086
1,1,63.088,63.088
0,2,63.09,63.09
1,0,63.092,63.092
1,1,63.094,63.094
0,0,63.096,63.096
0,0,63.098,63.098
0,0,63.1,63.1
2,1,63.102,63.102
0,1,63.104,63.104
0,0,63.106,63.106
0,1,63.108,63.108
1,1,63.11,63.11
1,0,63.112,63.112
1,0,63.114,63.114
1,0,63.116,63.116
0,1,63.118,63.118
0,0,63.12,63.12
1,0,63.122,63.122
1,0,63.124,63.124
2,1,63.126,63.126
0,3,63.128,63.128
1,1,63.13,63.13
0,1,63.132,63.132
2,1,63.134,63.134
1,0,63.136,63.136
0,1,63.138,63.138
0,0,63.14,63.14
0,1,63.142,63.142
1,0,63.144,63.144
0,0,63.146,63.146
0,1,63.148,63.148
0,0,63.15,63.15
1,0,63.152,63.152
0,1,63.154,63.154
0,2,63.156,63.156
0,0,63.158,63.158
1,0,63.16,63.16
1,0,63.162,63.162
0,0,63.164,63.164
0,1,63.166,63.166
2,0,63.168,63.168
2,1,63.17,63.17
0,0,63.172,63.172
1,1,63.174,63.174
0,1,63.176,63.176
0,0,63.178,63.178
0,0,63.18,63.18
0,0,63.182,63.182
0,0,63.184,63.184
0,0,63.186,63.186
0,0,63.188,63.188
0,1,63.19,63.19
0,0,63.192,63.192
0,0,63.194,63.194
1,1,63.196,63.196
0,0,63.198,63.198
1,3,63.2,63.2
0,1,63.202,63.202
0,0,63.204,63.204
0,0,63.206,63.206
2,0,63.208,63.208
0,0,63.21,63.21
0,0,63.212,63.212
0,0,63.214,63.214
1,2,63.216,63.216
0,0,63.218,63.218
2,0,63.22,63.22
0,0,63.222,63.222
0,2,63.224,63.224
1,1,63.226,63.226
0,1,63.228,63.228
1,0,63.23,63.23
1,1,63.232,63.232
4,1,63.234,63.234
0,0,63.236,63.236
1,0,63.238,63.238
2,2,63.24,63.24
1,0,63.242,63.242
0,0,63.244,63.244
4,1,63.246,63.246
2,0,63.248,63.248
2,1,63.25,63.25
0,0,63.252,63.252
0,0,63.254,63.254
0,1,63.256,63.256
0,1,63.258,63.258
1,0,63.26,63.26
0,0,63.262,63.262
0,0,63.264,63.264
0,0,63.266,63.266
0,0,63.268,63.268
1,0,63.27,63.27
0,1,63.272,63.272
0,3,63.274,63.274
2,0,63.276,63.276
2,1,63.278,63.278
0,1,63.28,63.28
2,0,63.282,63.282
0,0,63.284,63.284
0,0,63.286,63.286
1,0,63.288,63.288
1,1,63.29,63.29
0,2,63.292,63.292
1,2,63.294,63.294
1,0,63.296,63.296
0,0,63.298,63.298
0,0,63.3,63.3
1,0,63.302,63.302
3,0,63.304,63.304
0,1,63.306,63.306
1,2,63.308,63.308
3,1,63.31,63.31
0,1,63.312,63.312
1,1,63.314,63.314
2,0,63.316,63.316
2,2,63.318,63.318
0,0,63.32,63.32
1,0,63.322,63.322
1,0,63.324,63.324
1,1,63.326,63.326
0,0,63.328,63.328
2,1,63.33,63.33
0,2,63.332,63.332
2,1,63.334,63.334
0,1,63.336,63.336
1,2,63.338,63.338
1,0,63.34,63.34
3,0,63.342,63.342
1,0,63.344,63.344
1,0,63.346,63.346
0,0,63.348,63.348
0,0,63.35,63.35
0,0,63.352,63.352
0,0,63.354,63.354
2,0,63.356,63.356
2,3,63.358,63.358
2,0,63.36,63.36
0,0,63.362,63.362
2,1,63.364,63.364
0,1,63.366,63.366
0,0,63.368,63.368
1,1,63.37,63.37
1,0,63.372,63.372
0,1,63.374,63.374
0,0,63.376,63.376
1,0,63.378,63.378
0,0,63.38,63.38
0,0,63.382,63.382
1,0,63.384,63.384
0,3,63.386,63.386
0,1,63.388,63.388
1,0,63.39,63.39
2,0,63.392,63.392
0,1,63.394,63.394
0,0,63.396,63.396
2,0,63.398,63.398
1,0,63.4,63.4
0,1,63.402,63.402
0,0,63.404,63.404
0,0,63.406,63.406
0,0,63.408,63.408
1,0,63.41,63.41
0,0,63.412,63.412
0,2,63.414,63.414
0,0,63.416,63.416
0,0,63.418,63.418
1,1,63.42,63.42
0,1,63.422,63.422
1,1,63.424,63.424
1,0,63.426,63.426
1,1,63.428,63.428
0,0,63.43,63.43
0,0,63.432,63.432
1,0,63.434,63.434
0,0,63.436,63.436
0,2,63.438,63.438
0,1,63.44,63.44
2,0,63.442,63.442
0,0,63.444,63.444
1,0,63.446,63.446
2,2,63.448,63.448
1,0,63.45,63.45
0,0,63.452,63.452
0,0,63.454,63.454
0,0,63.456,63.456
0,1,63.458,63.458
0,0,63.46,63.46
0,1,63.462,63.462
4,1,63.464,63.464
0,0,63.466,63.466
0,0,63.468,63.468
0,1,63.47,63.47
1,1,63.472,63.472
1,1,63.474,63.474
1,1,63.476,63.476
1,1,63.478,63.478
2,1,63.48,63.48
0,0,63.482,63.482
2,0,63.484,63.484
2,0,63.486,63.486
0,1,63.488,63.488
1,0,63.49,63.49
0,1,63.492,63.492
1,0,63.494,63.494
0,0,63.496,63.496
0,1,63.498,63.498
1,3,63.5,63.5
1,0,63.502,63.502
3,0,63.504,63.504
2,0,63.506,63.506
0,0,63.508,63.508
0,0,63.51,63.51
0,0,63.512,63.512
1,1,63.514,63.514
1,0,63.516,63.516
1,1,63.518,63.518
1,0,63.52,63.52
1,0,63.522,63.522
0,2,63.524,63.524
0,0,63.526,63.526
1,0,63.528,63.528
1,0,63.53,63.53
0,1,63.532,63.532
1,0,63.534,63.534
1,2,63.536,63.536
1,0,63.538,63.538
0,0,63.54,63.54
1,1,63.542,63.542
0,0,63.544,63.544
0,0,63.546,63.546
0,0,63.548,63.548
1,1,63.55,63.55
0,3,63.552,63.552
0,1,63.554,63.554
0,1,63.556,63.556
0,0,63.558,63.558
0,0,63.56,63.56
0,0,63.562,63.562
0,0,63.564,63.564
1,2,63.566,63.566
2,0,63.568,63.568
0,0,63.57,63.57
1,1,63.572,63.572
0,0,63.574,63.574
1,2,63.576,63.576
1,1,63.578,63.578
0,0,63.58,63.58
1,0,63.582,63.582
0,0,63.584,63.584
1,0,63.586,63.586
0,0,63.588,63.588
0,0,63.59,63.59
1,1,63.592,63.592
0,0,63.594,63.594
1,0,63.596,63.596
0,0,63.598,63.598
0,1,63.6,63.6
1,1,63.602,63.602
0,0,63.604,63.604
2,0,63.606,63.606
1,1,63.608,63.608
0,1,63.61,63.61
1,0,63.612,63.612
2,1,63.614,63.614
0,0,63.616,63.616
1,0,63.618,63.618
0,0,63.62,63.62
0,0,63.622,63.622
0,0,63.624,63.624
1,1,63.626,63.626
0,1,63.628,63.628
0,1,63.63,63.63
2,0,63.632,63.632
1,0,63.634,63.634
0,0,63.636,63.636
0,1,63.638,63.638
1,1,63.64,63.64
2,0,63.642,63.642
1,0,63.644,63.644
1,1,63.646,63.646
0,0,63.648,63.648
3,3,63.65,63.65
0,1,63.652,63.652
0,0,63.654,63.654
0,0,63.656,63.656
1,0,63.658,63.658
0,2,63.66,63.66
0,0,63.662,63.662
1,0,63.664,63.664
1,1,63.666,63.666
2,0,63.668,63.668
0,0,63.67,63.67
2,0,63.672,63.672
1,1,63.674,63.674
0,0,63.676,63.676
2,2,63.678,63.678
2,0,63.68,63.68
0,0,63.682,63.682
4,0,63.684,63.684
0,1,63.686,63.686
1,1,63.688,63.688
1,0,63.69,63.69
0,0,63.692,63.692
2,1,63.694,63.694
2,0,63.696,63.696
1,2,63.698,63.698
0,0,63.7,63.7
1,0,63.702,63.702
1,1,63.704,63.704
2,2,63.706,63.706
1,1,63.708,63.708
0,0,63.71,63.71
0,2,63.712,63.712
2,0,63.714,63.714
0,0,63.716,63.716
1,0,63.718,63.718
2,1,63.72,63.72
4,0,63.722,63.722
1,0,63.724,63.724
1,0,63.726,63.726
1,0,63.728,63.728
0,0,63.73,63.73
1,1,63.732,63.732
2,1,63.734,63.734
1,1,63.736,63.736
1,1,63.738,63.738
2,2,63.74,63.74
1,0,63.742,63.742
1,1,63.744,63.744
0,1,63.746,63.746
1,0,63.748,63.748
0,1,63.75,63.75
0,1,63.752,63.752
0,0,63.754,63.754
1,1,63.756,63.756
0,0,63.758,63.758
0,0,63.76,63.76
0,2,63.762,63.762
0,1,63.764,63.764
0,1,63.766,63.766
0,1,63.768,63.768
1,2,63.77,63.77
1,1,63.772,63.772
2,1,63.774,63.774
0,0,63.776,63.776
1,0,63.778,63.778
1,0,63.78,63.78
0,1,63.782,63.782
1,0,63.784,63.784
0,1,63.786,63.786
0,0,63.788,63.788
1,0,63.79,63.79
1,0,63.792,63.792
1,0,63.794,63.794
2,0,63.796,63.796
2,0,63.798,63.798
1,1,63.8,63.8
0,0,63.802,63.802
2,1,63.804,63.804
0,0,63.806,63.806
1,1,63.808,63.808
0,2,63.81,63.81
1,0,63.812,63.812
0,0,63.814,63.814
1,0,63.816,63.816
0,0,63.818,63.818
0,1,63.82,63.82
1,1,63.822,63.822
2,0,63.824,63.824
0,1,63.826,63.826
1,0,63.828,63.828
0,0,63.83,63.83
2,0,63.832,63.832
1,1,63.834,63.834
0,2,63.836,63.836
0,0,63.838,63.838
0,0,63.84,63.84
0,0,63.842,63.842
0,1,63.844,63.844
2,0,63.846,63.846
2,2,63.848,63.848
3,1,63.85,63.85
0,2,63.852,63.852
1,0,63.854,63.854
0,1,63.856,63.856
0,2,63.858,63.858
0,0,63.86,63.86
2,2,63.862,63.862
0,0,63.864,63.864
0,0,63.866,63.866
1,2,63.868,63.868
0,1,63.87,63.87
1,0,63.872,63.872
3,0,63.874,63.874
0,0,63.876,63.876
0,0,63.878,63.878
1,0,63.88,63.88
1,0,63.882,63.882
0,0,63.884,63.884
0,1,63.886,63.886
0,1,63.888,63.888
0,1,63.89,63.89
0,0,63.892,63.892
1,1,63.894,63.894
1,1,63.896,63.896
0,0,63.898,63.898
0,0,63.9,63.9
0,2,63.902,63.902
0,0,63.904,63.904
3,1,63.906,63.906
0,0,63.908,63.908
0,1,63.91,63.91
1,1,63.912,63.912
3,1,63.914,63.914
0,1,63.916,63.916
1,1,63.918,63.918
1,0,63.92,63.92
0,0,63.922,63.922
0,1,63.924,63.924
0,1,63.926,63.926
1,2,63.928,63.928
1,1,63.93,63.93
0,1,63.932,63.932
2,1,63.934,63.934
0,0,63.936,63.936
0,1,63.938,63.938
0,0,63.94,63.94
0,1,63.942,63.942
0,1,63.944,63.944
1,0,63.946,63.946
0,2,63.948,63.948
0,0,63.95,63.95
1,0,63.952,63.952
1,2,63.954,63.954
0,0,63.956,63.956
1,0,63.958,63.958
0,1,63.96,63.96
0,1,63.962,63.962
3,0,63.964,63.964
0,0,63.966,63.966
0,1,63.968,63.968
1,0,63.97,63.97
0,2,63.972,63.972
1,0,63.974,63.974
0,0,63.976,63.976
1,0,63.978,63.978
0,1,63.98,63.98
1,0,63.982,63.982
0,1,63.984,63.984
2,0,63.986,63.986
1,0,63.988,63.988
1,1,63.99,63.99
0,1,63.992,63.992
0,1,63.994,63.994
1,0,63.996,63.996
1,0,63.998,63.998
0,0,64,64
1,2,64.002,64.002
0,1,64.004,64.004
0,0,64.006,64.006
1,2,64.008,64.008
0,1,64.01,64.01
0,0,64.012,64.012
0,0,64.014,64.014
1,2,64.016,64.016
0,2,64.018,64.018
3,0,64.02,64.02
1,1,64.022,64.022
0,1,64.024,64.024
0,0,64.026,64.026
0,0,64.028,64.028
1,0,64.03,64.03
3,0,64.032,64.032
0,3,64.034,64.034
0,1,64.036,64.036
1,0,64.038,64.038
0,0,64.04,64.04
2,0,64.042,64.042
0,0,64.044,64.044
0,0,64.046,64.046
2,1,64.048,64.048
0,0,64.05,64.05
2,3,64.052,64.052
1,0,64.054,64.054
1,1,64.056,64.056
3,0,64.058,64.058
1,1,64.06,64.06
2,2,64.062,64.062
2,0,64.064,64.064
0,0,64.066,64.066
2,2,64.068,64.068
1,1,64.07,64.07
2,1,64.072,64.072
4,0,64.074,64.074
2,0,64.076,64.076
2,2,64.078,64.078
2,1,64.08,64.08
0,1,64.082,64.082
1,0,64.084,64.084
0,2,64.086,64.086
0,4,64.088,64.088
1,1,64.09,64.09
1,1,64.092,64.092
1,1,64.094,64.094
1,1,64.096,64.096
1,1,64.098,64.098
3,0,64.1,64.1
2,1,64.102,64.102
1,1,64.104,64.104
2,0,64.106,64.106
1,1,64.108,64.108
0,2,64.11,64.11
2,0,64.112,64.112
0,1,64.114,64.114
2,0,64.116,64.116
1,0,64.118,64.118
4,1,64.12,64.12
1,1,64.122,64.122
1,0,64.124,64.124
1,2,64.126,64.126
1,0,64.128,64.128
1,2,64.13,64.13
0,0,64.132,64.132
3,1,64.134,64.134
1,0,64.136,64.136
0,0,64.138,64.138
2,1,64.14,64.14
1,0,64.142,64.142
2,2,64.144,64.144
1,0,64.146,64.146
4,2,64.148,64.148
1,1,64.15,64.15
0,0,64.152,64.152
4,0,64.154,64.154
4,0,64.156,64.156
4,0,64.158,64.158
1,0,64.16,64.16
1,2,64.162,64.162
0,0,64.164,64.164
1,1,64.166,64.166
3,2,64.168,64.168
3,1,64.17,64.17
1,1,64.172,64.172
0,1,64.174,64.174
1,2,64.176,64.176
2,2,64.178,64.178
2,0,64.18,64.18
1,1,64.182,64.182
1,0,64.184,64.184
2,1,64.186,64.186
2,2,64.188,64.188
3,1,64.19,64.19
4,1,64.192,64.192
4,0,64.194,64.194
3,0,64.196,64.196
1,0,64.198,64.198
3,1,64.2,64.2
1,1,64.202,64.202
1,1,64.204,64.204
3,0,64.206,64.206
2,1,64.208,64.208
1,0,64.21,64.21
3,0,64.212,64.212
3,2,64.214,64.214
4,0,64.216,64.216
1,0,64.218,64.218
0,0,64.22,64.22
3,0,64.222,64.222
0,1,64.224,64.224
1,1,64.226,64.226
0,0,64.228,64.228
2,0,64.23,64.23
1,0,64.232,64.232
1,1,64.234,64.234
3,1,64.236,64.236
0,0,64.238,64.238
1,1,64.24,64.24
4,1,64.242,64.242
1,2,64.244,64.244
2,1,64.246,64.246
1,0,64.248,64.248
2,0,64.25,64.25
0,0,64.252,64.252
3,0,64.254,64.254
2,1,64.256,64.256
2,0,64.258,64.258
2,0,64.26,64.26
2,1,64.262,64.262
1,0,64.264,64.264
3,1,64.266,64.266
0,0,64.268,64.268
1,0,64.27,64.27
1,0,64.272,64.272
4,2,64.274,64.274
1,0,64.276,64.276
1,1,64.278,64.278
2,0,64.28,64.28
2,0,64.282,64.282
2,0,64.284,64.284
0,0,64.286,64.286
2,0,64.288,64.288
2,1,64.29,64.29
1,0,64.292,64.292
2,1,64.294,64.294
2,0,64.296,64.296
2,0,64.298,64.298
2,0,64.3,64.3
2,0,64.302,64.302
2,0,64.304,64.304
1,2,64.306,64.306
3,2,64.308,64.308
4,0,64.31,64.31
0,2,64.312,64.312
2,0,64.314,64.314
4,1,64.316,64.316
0,0,64.318,64.318
2,0,64.32,64.32
1,0,64.322,64.322
4,1,64.324,64.324
3,1,64.326,64.326
2,0,64.328,64.328
3,2,64.33,64.33
2,0,64.332,64.332
1,0,64.334,64.334
2,0,64.336,64.336
3,1,64.338,64.338
0,0,64.34,64.34
3,1,64.342,64.342
1,2,64.344,64.344
0,0,64.346,64.346
0,0,64.348,64.348
1,1,64.35,64.35
2,1,64.352,64.352
3,0,64.354,64.354
4,0,64.356,64.356
1,2,64.358,64.358
2,1,64.36,64.36
0,0,64.362,64.362
2,1,64.364,64.364
2,0,64.366,64.366
3,0,64.368,64.368
3,1,64.37,64.37
4,2,64.372,64.372
3,0,64.374,64.374
0,0,64.376,64.376
3,0,64.378,64.378
4,0,64.38,64.38
1,2,64.382,64.382
0,0,64.384,64.384
3,1,64.386,64.386
0,0,64.388,64.388
3,0,64.39,64.39
2,0,64.392,64.392
3,0,64.394,64.394
0,0,64.396,64.396
4,1,64.398,64.398
4,3,64.4,64.4
0,0,64.402,64.402
2,0,64.404,64.404
1,1,64.406,64.406
3,1,64.408,64.408
3,1,64.41,64.41
0,0,64.412,64.412
4,2,64.414,64.414
3,0,64.416,64.416
0,2,64.418,64.418
5,1,64.42,64.42
3,0,64.422,64.422
2,0,64.424,64.424
3,0,64.426,64.426
1,0,64.428,64.428
5,0,64.43,64.43
0,0,64.432,64.432
2,0,64.434,64.434
1,0,64.436,64.436
2,0,64.438,64.438
2,1,64.44,64.44
4,0,64.442,64.442
3,0,64.444,64.444
1,3,64.446,64.446
2,1,64.448,64.448
0,0,64.45,64.45
2,0,64.452,64.452
1,1,64.454,64.454
3,0,64.456,64.456
2,0,64.458,64.458
0,0,64.46,64.46
1,1,64.462,64.462
1,0,64.464,64.464
2,3,64.466,64.466
1,2,64.468,64.468
3,2,64.47,64.47
1,1,64.472,64.472
3,1,64.474,64.474
3,1,64.476,64.476
2,1,64.478,64.478
1,0,64.48,64.48
1,2,64.482,64.482
3,1,64.484,64.484
0,1,64.486,64.486
3,0,64.488,64.488
2,0,64.49,64.49
4,2,64.492,64.492
0,0,64.494,64.494
2,0,64.496,64.496
2,0,64.498,64.498
2,0,64.5,64.5
2,0,64.502,64.502
0,1,64.504,64.504
0,0,64.506,64.506
0,1,64.508,64.508
0,1,64.51,64.51
1,1,64.512,64.512
0,1,64.514,64.514
4,2,64.516,64.516
0,1,64.518,64.518
4,1,64.52,64.52
0,2,64.522,64.522
0,1,64.524,64.524
2,1,64.526,64.526
3,0,64.528,64.528
2,2,64.53,64.53
2,0,64.532,64.532
2,0,64.534,64.534
1,0,64.536,64.536
2,0,64.538,64.538
1,2,64.54,64.54
0,2,64.542,64.542
1,1,64.544,64.544
1,0,64.546,64.546
1,1,64.548,64.548
1,0,64.55,64.55
1,1,64.552,64.552
1,2,64.554,64.554
2,0,64.556,64.556
0,1,64.558,64.558
2,2,64.56,64.56
1,0,64.562,64.562
2,1,64.564,64.564
4,0,64.566,64.566
0,0,64.568,64.568
1,0,64.57,64.57
1,0,64.572,64.572
0,1,64.574,64.574
0,0,64.576,64.576
1,0,64.578,64.578
1,0,64.58,64.58
1,0,64.582,64.582
1,0,64.584,64.584
1,0,64.586,64.586
2,0,64.588,64.588
2,2,64.59,64.59
1,0,64.592,64.592
0,0,64.594,64.594
3,0,64.596,64.596
1,0,64.598,64.598
1,0,64.6,64.6
3,0,64.602,64.602
0,2,64.604,64.604
0,1,64.606,64.606
3,0,64.608,64.608
0,0,64.61,64.61
0,0,64.612,64.612
1,1,64.614,64.614
2,0,64.616,64.616
0,0,64.618,64.618
3,1,64.62,64.62
0,0,64.622,64.622
0,0,64.624,64.624
0,2,64.626,64.626
1,0,64.628,64.628
1,0,64.63,64.63
2,1,64.632,64.632
2,0,64.634,64.634
0,0,64.636,64.636
1,0,64.638,64.638
1,0,64.64,64.64
1,1,64.642,64.642
2,0,64.644,64.644
3,0,64.646,64.646
1,0,64.648,64.648
1,1,64.65,64.65
2,0,64.652,64.652
1,1,64.654,64.654
1,1,64.656,64.656
0,0,64.658,64.658
1,1,64.66,64.66
0,0,64.662,64.662
2,1,64.664,64.664
0,2,64.666,64.666
0,0,64.668,64.668
3,0,64.67,64.67
0,0,64.672,64.672
1,0,64.674,64.674
1,0,64.676,64.676
2,0,64.678,64.678
1,0,64.68,64.68
0,0,64.682,64.682
0,1,64.684,64.684
0,0,64.686,64.686
0,0,64.688,64.688
0,0,64.69,64.69
0,0,64.692,64.692
1,0,64.694,64.694
2,0,64.696,64.696
1,1,64.698,64.698
2,0,64.7,64.7
3,1,64.702,64.702
0,0,64.704,64.704
2,0,64.706,64.706
0,0,64.708,64.708
0,0,64.71,64.71
2,3,64.712,64.712
0,1,64.714,64.714
2,1,64.716,64.716
1,1,64.718,64.718
0,1,64.72,64.72
1,0,64.722,64.722
2,0,64.724,64.724
0,0,64.726,64.726
0,0,64.728,64.728
0,0,64.73,64.73
0,1,64.732,64.732
0,1,64.734,64.734
1,0,64.736,64.736
1,0,64.738,64.738
0,0,64.74,64.74
0,0,64.742,64.742
1,0,64.744,64.744
0,1,64.746,64.746
1,0,64.748,64.748
1,1,64.75,64.75
0,0,64.752,64.752
1,1,64.754,64.754
0,1,64.756,64.756
0,0,64.758,64.758
0,0,64.76,64.76
1,1,64.762,64.762
0,0,64.764,64.764
1,2,64.766,64.766
0,0,64.768,64.768
0,0,64.77,64.77
0,1,64.772,64.772
0,1,64.774,64.774
0,1,64.776,64.776
0,0,64.778,64.778
1,0,64.78,64.78
1,0,64.782,64.782
2,0,64.784,64.784
0,1,64.786,64.786
0,0,64.788,64.788
2,0,64.79,64.79
0,3,64.792,64.792
1,0,64.794,64.794
1,1,64.796,64.796
3,1,64.798,64.798
1,0,64.8,64.8
1,0,64.802,64.802
0,0,64.804,64.804
1,3,64.806,64.806
0,1,64.808,64.808
1,2,64.81,64.81
1,1,64.812,64.812
2,0,64.814,64.814
0,2,64.816,64.816
2,1,64.818,64.818
1,0,64.82,64.82
2,1,64.822,64.822
0,0,64.824,64.824
0,0,64.826,64.826
1,1,64.828,64.828
1,1,64.83,64.83
0,0,64.832,64.832
1,0,64.834,64.834
2,2,64.836,64.836
3,1,64.838,64.838
0,0,64.84,64.84
4,0,64.842,64.842
0,0,64.844,64.844
0,2,64.846,64.846
1,1,64.848,64.848
0,0,64.85,64.85
0,1,64.852,64.852
0,0,64.854,64.854
0,1,64.856,64.856
0,0,64.858,64.858
1,0,64.86,64.86
1,1,64.862,64.862
0,0,64.864,64.864
0,0,64.866,64.866
1,1,64.868,64.868
0,0,64.87,64.87
0,0,64.872,64.872
1,1,64.874,64.874
1,0,64.876,64.876
2,0,64.878,64.878
2,2,64.88,64.88
1,0,64.882,64.882
0,0,64.884,64.884
1,0,64.886,64.886
2,1,64.888,64.888
0,1,64.89,64.89
2,0,64.892,64.892
1,0,64.894,64.894
3,2,64.896,64.896
1,2,64.898,64.898
2,3,64.9,64.9
1,1,64.902,64.902
1,2,64.904,64.904
2,1,64.906,64.906
1,1,64.908,64.908
0,1,64.91,64.91
2,1,64.912,64.912
0,0,64.914,64.914
0,1,64.916,64.916
0,1,64.918,64.918
1,2,64.92,64.92
1,1,64.922,64.922
0,1,64.924,64.924
1,0,64.926,64.926
0,1,64.928,64.928
0,2,64.93,64.93
0,0,64.932,64.932
0,0,64.934,64.934
0,0,64.936,64.936
0,0,64.938,64.938
1,3,64.94,64.94
0,0,64.942,64.942
1,0,64.944,64.944
2,0,64.946,64.946
0,1,64.948,64.948
2,1,64.95,64.95
0,1,64.952,64.952
0,0,64.954,64.954
1,0,64.956,64.956
0,1,64.958,64.958
0,0,64.96,64.96
1,0,64.962,64.962
1,0,64.964,64.964
0,2,64.966,64.966
0,2,64.968,64.968
0,0,64.97,64.97
0,0,64.972,64.972
0,0,64.974,64.974
0,0,64.976,64.976
1,2,64.978,64.978
1,1,64.98,64.98
1,0,64.982,64.982
1,1,64.984,64.984
0,1,64.986,64.986
0,1,64.988,64.988
0,0,64.99,64.99
2,1,64.992,64.992
0,2,64.994,64.994
0,0,64.996,64.996
1,0,64.998,64.998
1,0,65,65
0,0,65.002,65.002
2,0,65.004,65.004
0,0,65.006,65.006
1,0,65.008,65.008
2,0,65.01,65.01
2,0,65.012,65.012
0,1,65.014,65.014
0,1,65.016,65.016
1,0,65.018,65.018
0,0,65.02,65.02
0,0,65.022,65.022
0,2,65.024,65.024
1,2,65.026,65.026
1,1,65.028,65.028
0,2,65.03,65.03
0,2,65.032,65.032
1,0,65.034,65.034
1,1,65.036,65.036
2,0,65.038,65.038
1,1,65.04,65.04
1,2,65.042,65.042
0,0,65.044,65.044
0,0,65.046,65.046
2,2,65.048,65.048
0,1,65.05,65.05
1,3,65.052,65.052
0,1,65.054,65.054
0,0,65.056,65.056
0,2,65.058,65.058
1,2,65.06,65.06
0,0,65.062,65.062
2,1,65.064,65.064
1,1,65.066,65.066
0,0,65.068,65.068
0,2,65.07,65.07
0,1,65.072,65.072
0,0,65.074,65.074
0,1,65.076,65.076
3,0,65.078,65.078
0,1,65.08,65.08
0,1,65.082,65.082
0,1,65.084,65.084
1,2,65.086,65.086
0,1,65.088,65.088
0,0,65.09,65.09
0,0,65.092,65.092
0,1,65.094,65.094
1,1,65.096,65.096
1,1,65.098,65.098
1,0,65.1,65.1
0,0,65.102,65.102
0,0,65.104,65.104
1,1,65.106,65.106
1,1,65.108,65.108
0,1,65.11,65.11
1,2,65.112,65.112
1,1,65.114,65.114
0,1,65.116,65.116
0,0,65.118,65.118
0,0,65.12,65.12
1,0,65.122,65.122
0,0,65.124,65.124
0,1,65.126,65.126
0,0,65.128,65.128
0,2,65.13,65.13
0,0,65.132,65.132
0,0,65.134,65.134
1,0,65.136,65.136
0,0,65.138,65.138
0,0,65.14,65.14
1,0,65.142,65.142
0,1,65.144,65.144
0,1,65.146,65.146
0,0,65.148,65.148
1,0,65.15,65.15
0,0,65.152,65.152
0,1,65.154,65.154
1,0,65.156,65.156
1,0,65.158,65.158
1,0,65.16,65.16
1,0,65.162,65.162
0,0,65.164,65.164
0,2,65.166,65.166
0,0,65.168,65.168
0,1,65.17,65.17
2,2,65.172,65.172
0,0,65.174,65.174
1,1,65.176,65.176
0,0,65.178,65.178
1,0,65.18,65.18
0,0,65.182,65.182
0,1,65.184,65.184
4,1,65.186,65.186
1,0,65.188,65.188
1,2,65.19,65.19
0,1,65.192,65.192
0,0,65.194,65.194
0,0,65.196,65.196
0,3,65.198,65.198
0,0,65.2,65.2
0,1,65.202,65.202
0,2,65.204,65.204
2,2,65.206,65.206
0,0,65.208,65.208
1,1,65.21,65.21
3,0,65.212,65.212
0,1,65.214,65.214
0,1,65.216,65.216
1,2,65.218,65.218
0,2,65.22,65.22
0,0,65.222,65.222
0,0,65.224,65.224
3,1,65.226,65.226
0,1,65.228,65.228
0,0,65.23,65.23
0,0,65.232,65.232
1,1,65.234,65.234
1,0,65.236,65.236
1,0,65.238,65.238
1,2,65.24,65.24
0,1,65.242,65.242
0,1,65.244,65.244
0,2,65.246,65.246
0,0,65.248,65.248
0,0,65.25,65.25
0,1,65.252,65.252
1,0,65.254,65.254
1,1,65.256,65.256
1,0,65.258,65.258
0,1,65.26,65.26
0,2,65.262,65.262
0,3,65.264,65.264
0,1,65.266,65.266
1,0,65.268,65.268
0,0,65.27,65.27
1,0,65.272,65.272
0,0,65.274,65.274
0,0,65.276,65.276
1,1,65.278,65.278
1,0,65.28,65.28
0,0,65.282,65.282
3,0,65.284,65.284
0,0,65.286,65.286
0,0,65.288,65.288
0,0,65.29,65.29
0,0,65.292,65.292
0,1,65.294,65.294
1,1,65.296,65.296
1,0,65.298,65.298
0,0,65.3,65.3
0,1,65.302,65.302
0,0,65.304,65.304
1,0,65.306,65.306
0,0,65.308,65.308
0,0,65.31,65.31
1,0,65.312,65.312
0,0,65.314,65.314
0,0,65.316,65.316
0,1,65.318,65.318
0,1,65.32,65.32
1,1,65.322,65.322
0,1,65.324,65.324
1,0,65.326,65.326
0,0,65.328,65.328
0,0,65.33,65.33
0,2,65.332,65.332
0,0,65.334,65.334
0,0,65.336,65.336
0,0,65.338,65.338
0,0,65.34,65.34
0,0,65.342,65.342
1,1,65.344,65.344
1,0,65.346,65.346
1,1,65.348,65.348
2,0,65.35,65.35
0,0,65.352,65.352
2,2,65.354,65.354
1,0,65.356,65.356
1,0,65.358,65.358
0,2,65.36,65.36
0,1,65.362,65.362
0,1,65.364,65.364
0,1,65.366,65.366
